datetime,2,3,4,5,7,8,9,B,main contact,
2018-04-16 13:33:32.0,-57,-55,-59,-67,,-68,-59,,3
2018-04-16 13:33:33.0,-60,,,,-25,-68,,,7
2018-04-16 13:33:34.0,-62,,-53,-63,-24,,-62,,7
2018-04-16 13:33:35.0,-59,,-51,,-27,-67,-55,,7
2018-04-16 13:33:36.0,,-44,-56,-67,-25,-65,-57,,7
2018-04-16 13:33:37.0,-60,-50,-46,-67,-27,,-61,,7
2018-04-16 13:33:38.0,-60,-65,-54,-67,,-63,,,4
2018-04-16 13:33:39.0,-65,-62,-55,,-25,-64,-65,,7
2018-04-16 13:33:40.0,-60,,-57,,-25,-59,-56,,7
2018-04-16 13:33:41.0,-66,-55,-62,-60,-27,-59,,-65,7
2018-04-16 13:33:42.0,-62,-62,-65,,-25,-65,-57,,7
2018-04-16 13:33:43.0,,-67,-60,,-24,,,,7
2018-04-16 13:33:44.0,-63,-56,-59,-65,-27,-59,-60,,7
2018-04-16 13:33:45.0,,-54,-57,-69,-25,-60,,,7
2018-04-16 13:33:46.0,,-42,-56,-68,-27,-62,,-59,7
2018-04-16 13:33:47.0,-63,-42,-55,-64,-27,-65,,,7
2018-04-16 13:33:48.0,-65,-63,-66,-59,-27,-60,-68,,7
2018-04-16 13:33:49.0,-67,-58,-62,-56,-25,-64,,,7
2018-04-16 13:33:50.0,-68,-59,-59,-62,-27,-69,,,7
2018-04-16 13:33:51.0,-58,-50,-63,-63,-25,-64,-61,,7
2018-04-16 13:33:52.0,,,-63,-59,,-62,,,5
2018-04-16 13:33:53.0,-65,-37,,,,,,,3
2018-04-16 13:33:54.0,-61,-67,-62,-55,-25,,-60,,7
2018-04-16 13:33:55.0,,-60,-62,-57,-25,-60,-59,,7
2018-04-16 13:33:56.0,-64,-61,-47,-67,-27,-62,,,7
2018-04-16 13:33:57.0,-63,-64,-49,,-25,-65,-68,,7
2018-04-16 13:33:58.0,-60,-59,-66,-61,-25,-60,-61,,7
2018-04-16 13:33:59.0,-69,-53,-56,-62,-27,-65,-58,,7
2018-04-16 13:34:00.0,-59,-57,-60,-69,-27,-63,-64,,7
2018-04-16 13:34:01.0,,-64,-54,-61,-28,-60,-62,,7
2018-04-16 13:34:02.0,-60,-60,-67,-60,-27,-66,-58,,7
2018-04-16 13:34:03.0,-64,,-66,-57,-25,-65,-65,-63,7
2018-04-16 13:34:04.0,-58,-55,-69,-60,-25,-61,-60,,7
2018-04-16 13:34:05.0,-68,-62,-65,-58,-27,-60,-54,,7
2018-04-16 13:34:06.0,-58,-51,-68,-63,-25,-61,-66,,7
2018-04-16 13:34:07.0,-68,-56,-61,-58,-24,,-56,,7
2018-04-16 13:34:08.0,-60,-39,-63,-53,-27,,-57,,7
2018-04-16 13:34:09.0,-60,-62,-62,-67,-25,,-61,,7
2018-04-16 13:34:10.0,-60,-60,-60,-61,-25,,-59,,7
2018-04-16 13:34:11.0,-63,-55,,-54,-27,-60,-57,,7
2018-04-16 13:34:12.0,-57,-55,-59,,-25,-65,-66,,7
2018-04-16 13:34:13.0,-67,-39,-58,-61,-24,-67,,,7
2018-04-16 13:34:14.0,,-58,-64,-63,-27,-62,-63,-66,7
2018-04-16 13:34:15.0,-61,-64,-68,-67,-25,,-64,,7
2018-04-16 13:34:16.0,-62,-56,-60,-65,-25,-62,-55,,7
2018-04-16 13:34:17.0,-66,,-65,,-27,-60,-56,,7
2018-04-16 13:34:18.0,,-64,-61,-65,-25,-64,-60,,7
2018-04-16 13:34:19.0,-59,-53,-59,-67,-25,-60,,,7
2018-04-16 13:34:20.0,-62,-48,-52,-68,-27,,-55,,7
2018-04-16 13:34:21.0,-59,-61,-46,-66,-27,-64,-61,,7
2018-04-16 13:34:22.0,-61,-62,-50,-67,-24,-60,-56,,7
2018-04-16 13:34:23.0,-68,-60,-53,-60,-27,,-59,,7
2018-04-16 13:34:24.0,-59,-66,-51,-64,-27,-66,-60,,7
2018-04-16 13:34:25.0,-60,-60,-65,-59,-24,-60,-55,-58,7
2018-04-16 13:34:26.0,-66,-56,-66,-60,-27,-64,-56,,7
2018-04-16 13:34:27.0,-64,-55,,-58,-25,-69,-62,,7
2018-04-16 13:34:28.0,-59,-51,-64,-57,-25,-61,-55,,7
2018-04-16 13:34:29.0,-67,-57,-67,-65,-27,-62,-56,,7
2018-04-16 13:34:30.0,-60,-58,-68,-62,-25,-64,-58,-60,7
2018-04-16 13:34:31.0,-66,-45,-62,-59,-25,-66,-55,,7
2018-04-16 13:34:32.0,-66,-47,-63,-65,-27,-66,-58,,7
2018-04-16 13:34:33.0,-69,-37,-68,-67,-25,-63,-62,,7
2018-04-16 13:34:34.0,,-38,-63,-64,-25,-59,,,7
2018-04-16 13:34:35.0,-67,,,-69,-27,-60,,,7
2018-04-16 13:34:36.0,-61,-65,-65,-69,-27,-63,,,7
2018-04-16 13:34:37.0,-60,,-51,-59,-25,-61,-52,,7
2018-04-16 13:34:38.0,-59,-61,-64,-56,-27,,-58,,7
2018-04-16 13:34:39.0,-66,-62,-62,-66,-27,-68,-55,,7
2018-04-16 13:34:40.0,-66,-48,,,-24,-64,-57,,7
2018-04-16 13:34:41.0,,,,,,-64,-66,,8
2018-04-16 13:34:42.0,-59,-60,,,-25,,-63,,7
2018-04-16 13:34:43.0,-59,-64,-63,-67,-25,-65,-53,,7
2018-04-16 13:34:44.0,-69,-65,-62,-68,-27,-61,-52,,7
2018-04-16 13:34:45.0,-62,-54,,,-25,-65,-53,,7
2018-04-16 13:34:46.0,-67,,-67,-67,-27,-65,-55,-61,7
2018-04-16 13:34:47.0,-65,-48,-59,,-27,-62,-64,,7
2018-04-16 13:34:48.0,-60,-58,-65,-60,-25,-64,,,7
2018-04-16 13:34:49.0,-62,-59,-64,-64,-24,-60,,,7
2018-04-16 13:34:50.0,-66,,,,-27,-62,,,7
2018-04-16 13:34:51.0,,-66,-62,-64,-25,-64,,,7
2018-04-16 13:34:52.0,,-67,-59,-60,-25,-64,,-60,7
2018-04-16 13:34:53.0,,-62,-67,-61,-27,-62,-54,,7
2018-04-16 13:34:54.0,,-62,-66,-56,-25,-66,-57,,7
2018-04-16 13:34:55.0,-60,-65,-55,-62,-25,-60,-53,,7
2018-04-16 13:34:56.0,-62,-63,-50,-65,-27,-63,-56,,7
2018-04-16 13:34:57.0,-66,-57,-60,-64,-25,-62,-53,-62,7
2018-04-16 13:34:58.0,-63,-62,-58,-63,-24,,-61,,7
2018-04-16 13:34:59.0,,-65,-64,,-27,-65,-64,,7
2018-04-16 13:35:00.0,-63,-64,,,-25,-63,-52,,7
2018-04-16 13:35:01.0,-62,,-65,-57,-25,-63,-52,,7
2018-04-16 13:35:02.0,,-63,,-58,-27,-61,-52,-63,7
2018-04-16 13:35:03.0,-65,-56,,-61,-25,-66,-55,,7
